epoch,lr-Adam,step,train_acc,train_loss_epoch,train_loss_step,val_acc,val_loss
,0.001,0,,,,,
0,,9,,,1.7220609188079834,,
0,,19,,,1.1481823921203613,,
0,,29,,,0.9604833126068115,,
0,,39,,,0.6290065050125122,,
0,,49,,,0.6194342374801636,,
0,,59,,,0.7803906798362732,,
0,,69,,,0.49683618545532227,,
0,,79,,,0.5066958665847778,,
0,,89,,,0.5889143347740173,,
0,,99,,,0.32490211725234985,,
0,,109,,,0.47813594341278076,,
0,,119,,,0.3961601257324219,,
0,,129,,,0.3142607808113098,,
0,,139,,,0.5165385007858276,,
0,,149,,,0.39170223474502563,,
0,,159,,,0.3160335421562195,,
0,,169,,,0.345718115568161,,
0,,179,,,0.2562617063522339,,
0,,189,,,0.3818933963775635,,
0,,199,,,0.43010711669921875,,
0,,209,,,0.32444125413894653,,
0,,219,,,0.4727831482887268,,
0,,229,,,0.264699250459671,,
0,,239,,,0.3216392695903778,,
0,,249,,,0.26397305727005005,,
0,,259,,,0.16873794794082642,,
0,,269,,,0.3305191397666931,,
0,,279,,,0.5719426274299622,,
0,,289,,,0.22069883346557617,,
0,,299,,,0.2664252519607544,,
0,,309,,,0.2362242043018341,,
0,,319,,,0.1880083531141281,,
0,,329,,,0.18321581184864044,,
0,,339,,,0.2777511179447174,,
0,,349,,,0.1390787661075592,,
0,,359,,,0.21746349334716797,,
0,,369,,,0.21694213151931763,,
0,,379,,,0.43000781536102295,,
0,,389,,,0.38719791173934937,,
0,,399,,,0.21710364520549774,,
0,,409,,,0.48154908418655396,,
0,,419,,,0.28078967332839966,,
0,,429,,,0.2832145392894745,,
0,,439,,,0.19978845119476318,,
0,,449,,,0.3734874129295349,,
0,,459,,,0.21960169076919556,,
0,,469,,,0.2590234875679016,,
0,,479,,,0.36059242486953735,,
0,,489,,,0.10216681659221649,,
0,,499,,,0.29864805936813354,,
0,,509,,,0.3084114193916321,,
0,,519,,,0.17978306114673615,,
0,,529,,,0.1520402878522873,,
0,,539,,,0.3061586916446686,,
0,,549,,,0.2620477080345154,,
0,,559,,,0.4000729024410248,,
0,,569,,,0.6639651656150818,,
0,,579,,,0.1807681769132614,,
0,,589,,,0.20906876027584076,,
0,,599,,,0.13067622482776642,,
0,,609,,,0.1216055303812027,,
0,,619,,,0.3751946687698364,,
0,,629,,,0.25981053709983826,,
0,,639,,,0.3249623775482178,,
0,,649,,,0.17778195440769196,,
0,,659,,,0.1052163690328598,,
0,,669,,,0.03958158940076828,,
0,,679,,,0.14913196861743927,,
0,,689,,,0.31221041083335876,,
0,,699,,,0.405335932970047,,
0,,709,,,0.32654622197151184,,
0,,719,,,0.1493643820285797,,
0,,729,,,0.20628595352172852,,
0,,739,,,0.2708241939544678,,
0,,749,,,0.16617847979068756,,
0,,759,,,0.10591324418783188,,
0,,769,,,0.1806063950061798,,
0,,779,,,0.11543832719326019,,
0,,789,,,0.15491142868995667,,
0,,799,,,0.25617194175720215,,
0,,809,,,0.14767660200595856,,
0,,819,,,0.2624344527721405,,
0,,829,,,0.3351534605026245,,
0,,839,,,0.04668044298887253,,
0,,843,,,,0.9548333287239075,0.1535600870847702
0,,843,0.898888885974884,0.33544665575027466,,,
,0.001,844,,,,,
1,,849,,,0.2277768850326538,,
1,,859,,,0.18962252140045166,,
1,,869,,,0.340813547372818,,
1,,879,,,0.2126537412405014,,
1,,889,,,0.17099854350090027,,
1,,899,,,0.20877711474895477,,
1,,909,,,0.12929536402225494,,
1,,919,,,0.17728592455387115,,
1,,929,,,0.17072397470474243,,
1,,939,,,0.42507028579711914,,
1,,949,,,0.15484392642974854,,
1,,959,,,0.12841644883155823,,
1,,969,,,0.30270031094551086,,
1,,979,,,0.07658650726079941,,
1,,989,,,0.25893089175224304,,
1,,999,,,0.11446160078048706,,
1,,1009,,,0.30037057399749756,,
1,,1019,,,0.13439083099365234,,
1,,1029,,,0.13625982403755188,,
1,,1039,,,0.15099534392356873,,
1,,1049,,,0.09505942463874817,,
1,,1059,,,0.17356041073799133,,
1,,1069,,,0.20424512028694153,,
