epoch,lr-Adam,step,train_acc,train_loss_epoch,train_loss_step,val_acc,val_loss
,0.001,0,,,,,
0,,9,,,1.676076889038086,,
0,,19,,,1.0643441677093506,,
0,,29,,,0.7238950729370117,,
0,,39,,,0.858180820941925,,
0,,49,,,0.5388073921203613,,
0,,59,,,0.4803886115550995,,
0,,69,,,0.5191599726676941,,
0,,79,,,0.47024399042129517,,
0,,89,,,0.7154844999313354,,
0,,99,,,0.3401827812194824,,
0,,109,,,0.45848727226257324,,
0,,119,,,0.6997888684272766,,
0,,129,,,0.2811835706233978,,
0,,139,,,0.24659471213817596,,
0,,149,,,0.30568239092826843,,
0,,159,,,0.3797461986541748,,
0,,169,,,0.4454759657382965,,
0,,179,,,0.16838008165359497,,
0,,189,,,0.8315540552139282,,
0,,199,,,0.4593832790851593,,
0,,209,,,0.22802183032035828,,
0,,219,,,0.32516634464263916,,
0,,229,,,0.42452797293663025,,
0,,239,,,0.45753347873687744,,
0,,249,,,0.23727388679981232,,
0,,259,,,0.3445482552051544,,
0,,269,,,0.6620982885360718,,
0,,279,,,0.2440260648727417,,
0,,289,,,0.2409864068031311,,
0,,299,,,0.24248106777668,,
0,,309,,,0.3802880346775055,,
0,,319,,,0.16790273785591125,,
0,,329,,,0.08605298399925232,,
0,,339,,,0.24049656093120575,,
0,,349,,,0.20309901237487793,,
0,,359,,,0.4384492337703705,,
0,,369,,,0.13806593418121338,,
0,,379,,,0.21367835998535156,,
0,,389,,,0.19564419984817505,,
0,,399,,,0.17052334547042847,,
0,,409,,,0.12586668133735657,,
0,,419,,,0.3729366660118103,,
0,,429,,,0.27600473165512085,,
0,,439,,,0.1734222173690796,,
0,,449,,,0.2933890223503113,,
0,,459,,,0.2759254276752472,,
0,,469,,,0.226111501455307,,
0,,479,,,0.29285722970962524,,
0,,489,,,0.2589910626411438,,
0,,499,,,0.2342502623796463,,
0,,509,,,0.1094660758972168,,
0,,519,,,0.1531376838684082,,
0,,529,,,0.16994984447956085,,
0,,539,,,0.24420064687728882,,
0,,549,,,0.26113417744636536,,
0,,559,,,0.19417080283164978,,
0,,569,,,0.11821845918893814,,
0,,579,,,0.2206299602985382,,
0,,589,,,0.21234026551246643,,
0,,599,,,0.18132613599300385,,
0,,609,,,0.11724957823753357,,
0,,619,,,0.17399773001670837,,
0,,629,,,0.14683642983436584,,
0,,639,,,0.16822044551372528,,
0,,649,,,0.13058137893676758,,
0,,659,,,0.2432757318019867,,
0,,669,,,0.1572873592376709,,
0,,679,,,0.17226913571357727,,
0,,689,,,0.21179834008216858,,
0,,699,,,0.2051706612110138,,
0,,709,,,0.10367130488157272,,
0,,719,,,0.11082825809717178,,
0,,729,,,0.390573650598526,,
0,,739,,,0.1846354901790619,,
0,,749,,,0.2838577628135681,,
0,,749,,,,0.95291668176651,0.1561111956834793
0,,749,0.8931249976158142,0.34597378969192505,,,
,0.001,750,,,,,
1,,759,,,0.09743891656398773,,
1,,769,,,0.10348624736070633,,
1,,779,,,0.17676973342895508,,
1,,789,,,0.09100167453289032,,
1,,799,,,0.13746069371700287,,
1,,809,,,0.17135727405548096,,
1,,819,,,0.26115018129348755,,
1,,829,,,0.2272510826587677,,
1,,839,,,0.17465893924236298,,
1,,849,,,0.10980108380317688,,
1,,859,,,0.15675675868988037,,
1,,869,,,0.09300719201564789,,
1,,879,,,0.18537622690200806,,
1,,889,,,0.1526252031326294,,
1,,899,,,0.11959518492221832,,
1,,909,,,0.03825688362121582,,
1,,919,,,0.19362503290176392,,
1,,929,,,0.07729707658290863,,
1,,939,,,0.2818339169025421,,
1,,949,,,0.130996972322464,,
1,,959,,,0.18277090787887573,,
1,,969,,,0.19486747682094574,,
1,,979,,,0.27192485332489014,,
1,,989,,,0.1266144961118698,,
1,,999,,,0.17290520668029785,,
1,,1009,,,0.15819549560546875,,
1,,1019,,,0.40310630202293396,,
1,,1029,,,0.13417021930217743,,
1,,1039,,,0.1632622480392456,,
1,,1049,,,0.6381282806396484,,
1,,1059,,,0.15097735822200775,,
1,,1069,,,0.07511575520038605,,
1,,1079,,,0.20559585094451904,,
1,,1089,,,0.06511625647544861,,
1,,1099,,,0.10244647413492203,,
1,,1109,,,0.08457551896572113,,
1,,1119,,,0.2394304871559143,,
1,,1129,,,0.17524072527885437,,
1,,1139,,,0.18495407700538635,,
1,,1149,,,0.27049386501312256,,
1,,1159,,,0.1223413497209549,,
1,,1169,,,0.07427417486906052,,
1,,1179,,,0.09974861890077591,,
1,,1189,,,0.21572718024253845,,
1,,1199,,,0.08036952465772629,,
1,,1209,,,0.057670481503009796,,
1,,1219,,,0.18306517601013184,,
1,,1229,,,0.2049787938594818,,
1,,1239,,,0.09221524745225906,,
1,,1249,,,0.25056880712509155,,
1,,1259,,,0.3761831820011139,,
1,,1269,,,0.15552183985710144,,
1,,1279,,,0.12533950805664062,,
1,,1289,,,0.11284159868955612,,
1,,1299,,,0.14156046509742737,,
1,,1309,,,0.3973925709724426,,
1,,1319,,,0.10312588512897491,,
1,,1329,,,0.16549095511436462,,
1,,1339,,,0.25520390272140503,,
1,,1349,,,0.13617953658103943,,
1,,1359,,,0.14199036359786987,,
1,,1369,,,0.103589728474617,,
1,,1379,,,0.05898994952440262,,
1,,1389,,,0.16246768832206726,,
1,,1399,,,0.24088405072689056,,
1,,1409,,,0.10333853960037231,,
1,,1419,,,0.10638022422790527,,
1,,1429,,,0.10587128251791,,
1,,1439,,,0.17522524297237396,,
1,,1449,,,0.1762569546699524,,
1,,1459,,,0.08475305140018463,,
1,,1469,,,0.042091939598321915,,
1,,1479,,,0.08444453775882721,,
1,,1489,,,0.16584336757659912,,
1,,1499,,,0.07921475917100906,,
1,,1499,,,,0.9681666493415833,0.11427081376314163
1,,1499,0.9492499828338623,0.16723784804344177,,,
,0.001,1500,,,,,
2,,1509,,,0.26560163497924805,,
2,,1519,,,0.07926617562770844,,
2,,1529,,,0.1519494652748108,,
2,,1539,,,0.14237383008003235,,
2,,1549,,,0.19334357976913452,,
2,,1559,,,0.10382907837629318,,
2,,1569,,,0.15468154847621918,,
2,,1579,,,0.1990940272808075,,
2,,1589,,,0.08267375081777573,,
2,,1599,,,0.13704976439476013,,
2,,1609,,,0.17354640364646912,,
2,,1619,,,0.1334829479455948,,
2,,1629,,,0.13457809388637543,,
2,,1639,,,0.22631271183490753,,
2,,1649,,,0.045902837067842484,,
2,,1659,,,0.1008986085653305,,
2,,1669,,,0.16382786631584167,,
2,,1679,,,0.09071828424930573,,
2,,1689,,,0.05524997413158417,,
2,,1699,,,0.06973031908273697,,
2,,1709,,,0.029971985146403313,,
2,,1719,,,0.06976406276226044,,
2,,1729,,,0.25811290740966797,,
2,,1739,,,0.11829204857349396,,
2,,1749,,,0.08010810613632202,,
2,,1759,,,0.025678427889943123,,
2,,1769,,,0.27423393726348877,,
2,,1779,,,0.14431071281433105,,
2,,1789,,,0.12311219424009323,,
2,,1799,,,0.19737529754638672,,
2,,1809,,,0.14171838760375977,,
2,,1819,,,0.09563131630420685,,
2,,1829,,,0.3029389977455139,,
2,,1839,,,0.14673735201358795,,
2,,1849,,,0.12409024685621262,,
2,,1859,,,0.16347897052764893,,
2,,1869,,,0.12312108278274536,,
2,,1879,,,0.03269340842962265,,
2,,1889,,,0.13814927637577057,,
2,,1899,,,0.12392094731330872,,
2,,1909,,,0.132635235786438,,
2,,1919,,,0.0370950810611248,,
2,,1929,,,0.06840398907661438,,
2,,1939,,,0.19257287681102753,,
2,,1949,,,0.16456323862075806,,
2,,1959,,,0.07453352212905884,,
2,,1969,,,0.09275614470243454,,
2,,1979,,,0.06382197886705399,,
2,,1989,,,0.07071183621883392,,
2,,1999,,,0.13788673281669617,,
2,,2009,,,0.048006005585193634,,
2,,2019,,,0.15153105556964874,,
2,,2029,,,0.2333924025297165,,
2,,2039,,,0.04906138405203819,,
2,,2049,,,0.262073278427124,,
2,,2059,,,0.26463794708251953,,
2,,2069,,,0.1009458526968956,,
2,,2079,,,0.23793262243270874,,
2,,2089,,,0.09478870034217834,,
2,,2099,,,0.12989550828933716,,
2,,2109,,,0.037305377423763275,,
2,,2119,,,0.16637597978115082,,
2,,2129,,,0.17632551491260529,,
2,,2139,,,0.1657903790473938,,
2,,2149,,,0.13820843398571014,,
2,,2159,,,0.29481247067451477,,
2,,2169,,,0.1635814756155014,,
2,,2179,,,0.15004011988639832,,
2,,2189,,,0.1421637237071991,,
2,,2199,,,0.11935917288064957,,
2,,2209,,,0.19027495384216309,,
2,,2219,,,0.14324140548706055,,
2,,2229,,,0.21336571872234344,,
2,,2239,,,0.09211552143096924,,
2,,2249,,,0.09221965819597244,,
2,,2249,,,,0.9714999794960022,0.10024130344390869
2,,2249,0.9608333110809326,0.13073965907096863,,,
,0.001,2250,,,,,
3,,2259,,,0.30723506212234497,,
3,,2269,,,0.08717113733291626,,
